window_start_ms,window_end_ms,views,clicks,ctr,measured_latency_ms
1763619579346,1763619580346,482,403,0.8360995850622407,82.08988777362566
1763619580346,1763619581346,471,421,0.8938428874734607,74.93444858472012
1763619581346,1763619582346,429,400,0.9324009324009324,64.58469940100548
1763619582346,1763619583346,486,410,0.8436213991769548,71.64673794830675
1763619583346,1763619584346,555,405,0.7297297297297297,61.67155547996944
1763619584346,1763619585346,559,577,1.0322003577817531,75.76262048283998
1763619585346,1763619586346,565,435,0.7699115044247787,71.0752656069144
1763619586346,1763619587346,448,476,1.0625,75.04723512669914
1763619587346,1763619588346,406,483,1.1896551724137931,70.52525527814797
1763619588346,1763619589346,424,382,0.9009433962264151,82.23909662385901
1763619589346,1763619590346,583,484,0.8301886792452831,69.67030309959621
1763619590346,1763619591346,495,483,0.9757575757575757,62.76246132582305
1763619591346,1763619592346,566,488,0.8621908127208481,58.19073551324966
1763619592346,1763619593346,469,527,1.1236673773987207,73.3545954060112
1763619593346,1763619594346,444,519,1.1689189189189189,58.25689596269062
1763619594346,1763619595346,504,395,0.7837301587301587,68.35839136053048
1763619595346,1763619596346,582,442,0.7594501718213058,57.01450691051961
1763619596346,1763619597346,429,495,1.1538461538461537,78.2863895087041
1763619597346,1763619598346,404,530,1.311881188118812,78.58272173342799
1763619598346,1763619599346,476,422,0.8865546218487395,69.21742909388026
1763619599346,1763619600346,494,469,0.9493927125506073,77.27500549472016
1763619600346,1763619601346,445,528,1.1865168539325843,63.60052863861802
1763619601346,1763619602346,427,577,1.351288056206089,79.82452591245517
1763619602346,1763619603346,424,521,1.2287735849056605,69.20061444773084
1763619603346,1763619604346,445,386,0.8674157303370786,81.37365026594134
1763619604346,1763619605346,473,424,0.8964059196617337,64.08776154813067
1763619605346,1763619606346,451,497,1.1019955654101996,89.31969997933638
1763619606346,1763619607346,587,570,0.9710391822827938,83.70369889502153
1763619607346,1763619608346,547,465,0.850091407678245,70.84865552559178
1763619608346,1763619609346,458,533,1.1637554585152838,80.2714490222514
1763619609346,1763619610346,497,557,1.1207243460764587,61.83995854824839
1763619610346,1763619611346,453,450,0.9933774834437086,76.29811905911748
1763619611346,1763619612346,438,453,1.0342465753424657,61.829870257559584
1763619612346,1763619613346,470,511,1.0872340425531914,64.67049283914454
1763619613346,1763619614346,406,403,0.9926108374384236,71.24246101144503
1763619614346,1763619615346,403,493,1.2233250620347396,59.746364038732686
1763619615346,1763619616346,546,467,0.8553113553113553,71.81333697041947
1763619616346,1763619617346,599,562,0.9382303839732888,82.49666553515011
1763619617346,1763619618346,502,439,0.8745019920318725,73.19756197798046
1763619618346,1763619619346,552,540,0.9782608695652174,63.58272473791828
1763619619346,1763619620346,502,541,1.0776892430278884,60.65397019739205
1763619620346,1763619621346,548,486,0.8868613138686131,59.055091403120684
1763619621346,1763619622346,514,465,0.9046692607003891,54.26502865392358
1763619622346,1763619623346,561,572,1.0196078431372548,54.60847219282845
1763619623346,1763619624346,473,487,1.029598308668076,81.2290575869855
1763619624346,1763619625346,410,556,1.3560975609756099,58.642302971552866
1763619625346,1763619626346,524,383,0.7309160305343512,64.13577772501067
1763619626346,1763619627346,474,420,0.8860759493670886,77.29515994128974
1763619627346,1763619628346,534,428,0.8014981273408239,49.668885001265394
1763619628346,1763619629346,441,471,1.0680272108843538,77.84333312581519
1763619629346,1763619630346,405,554,1.3679012345679011,74.04963328126334
1763619630346,1763619631346,514,531,1.0330739299610896,70.6023747504537
1763619631346,1763619632346,540,472,0.8740740740740741,64.08861099466513
1763619632346,1763619633346,462,542,1.173160173160173,67.96826133973637
1763619633346,1763619634346,597,505,0.8458961474036851,65.12156473071553
1763619634346,1763619635346,439,434,0.9886104783599089,74.19018282472986
1763619635346,1763619636346,589,566,0.9609507640067911,73.91245386474016
1763619636346,1763619637346,432,543,1.2569444444444444,70.78919827767778
1763619637346,1763619638346,416,464,1.1153846153846154,72.97156050824589
1763619638346,1763619639346,465,390,0.8387096774193549,77.13366730132576
1763619639346,1763619640346,429,475,1.1072261072261071,67.5110261634067
1763619640346,1763619641346,412,391,0.9490291262135923,70.63770285147116
1763619641346,1763619642346,449,515,1.1469933184855234,73.6242771113785
1763619642346,1763619643346,552,534,0.967391304347826,80.17182649048125
1763619643346,1763619644346,581,556,0.9569707401032702,69.17747073989267
1763619644346,1763619645346,519,434,0.8362235067437379,76.88643436618092
1763619645346,1763619646346,525,444,0.8457142857142858,77.57944922656257
1763619646346,1763619647346,445,568,1.2764044943820225,58.62007083453233
1763619647346,1763619648346,524,392,0.7480916030534351,76.51781261411088
1763619648346,1763619649346,420,396,0.9428571428571428,73.81380439897299
1763619649346,1763619650346,505,568,1.1247524752475249,65.52407136048123
1763619650346,1763619651346,493,489,0.9918864097363083,74.5996222980236
1763619651346,1763619652346,566,494,0.872791519434629,79.97659980710924
1763619652346,1763619653346,401,545,1.3591022443890275,81.67741314392234
1763619653346,1763619654346,418,476,1.138755980861244,61.11505514000211
1763619654346,1763619655346,579,569,0.9827288428324698,82.19092078976068
1763619655346,1763619656346,571,403,0.7057793345008757,78.25816113237087
1763619656346,1763619657346,567,466,0.8218694885361552,58.46148173053887
1763619657346,1763619658346,550,430,0.7818181818181819,77.28219540053966
1763619658346,1763619659346,498,429,0.8614457831325302,84.90702088645432
1763619659346,1763619660346,531,558,1.0508474576271187,64.44048717835553
1763619660346,1763619661346,549,472,0.8597449908925319,73.16486931863825
1763619661346,1763619662346,570,567,0.9947368421052631,60.28121250951094
1763619662346,1763619663346,463,427,0.9222462203023758,76.65326164927495
1763619663346,1763619664346,568,498,0.8767605633802817,70.41782426360746
1763619664346,1763619665346,597,541,0.9061976549413735,63.62895704000792
1763619665346,1763619666346,474,402,0.8481012658227848,72.4860818546537
1763619666346,1763619667346,519,461,0.8882466281310212,60.725822760647304
1763619667346,1763619668346,433,383,0.8845265588914549,78.79808785697182
1763619668346,1763619669346,529,550,1.0396975425330812,77.91089088281691
1763619669346,1763619670346,448,574,1.28125,69.83208807522608
1763619670346,1763619671346,464,534,1.1508620689655173,65.58753113530011
1763619671346,1763619672346,586,461,0.7866894197952219,64.91924031144053
1763619672346,1763619673346,464,489,1.0538793103448276,69.5787048970476
1763619673346,1763619674346,552,438,0.7934782608695652,61.25341131828169
1763619674346,1763619675346,432,410,0.9490740740740741,55.10623543141829
1763619675346,1763619676346,486,467,0.9609053497942387,58.790284205084504
1763619676346,1763619677346,560,466,0.8321428571428572,74.45996981948892
1763619677346,1763619678346,458,382,0.834061135371179,77.4045951917937
1763619678346,1763619679346,524,398,0.7595419847328244,76.62572864143524
1763619679346,1763619680346,532,466,0.8759398496240601,76.82987441812843
1763619680346,1763619681346,571,564,0.9877408056042032,67.5479725010043
1763619681346,1763619682346,429,526,1.2261072261072261,57.8104707333297
1763619682346,1763619683346,549,385,0.7012750455373407,73.24720557180339
1763619683346,1763619684346,458,536,1.1703056768558953,63.43662772533092
1763619684346,1763619685346,493,533,1.081135902636917,74.33981721760733
1763619685346,1763619686346,538,511,0.949814126394052,64.23727672459952
1763619686346,1763619687346,471,526,1.1167728237791932,64.10520331927817
1763619687346,1763619688346,529,384,0.725897920604915,56.499466474694415
1763619688346,1763619689346,403,505,1.2531017369727047,65.39807214577243
1763619689346,1763619690346,437,496,1.1350114416475972,63.75798054132643
1763619690346,1763619691346,550,466,0.8472727272727273,54.66853689391855
1763619691346,1763619692346,543,466,0.858195211786372,65.19718675619089
1763619692346,1763619693346,585,567,0.9692307692307692,60.68953608495231
1763619693346,1763619694346,559,539,0.964221824686941,57.81131646763235
1763619694346,1763619695346,571,560,0.9807355516637478,78.4745660213342
1763619695346,1763619696346,425,544,1.28,71.13596199991609
1763619696346,1763619697346,567,479,0.8447971781305115,78.13991800600434
1763619697346,1763619698346,476,543,1.1407563025210083,75.43568040097422
1763619698346,1763619699346,419,556,1.3269689737470167,65.53322612112007
1763619699346,1763619700346,577,392,0.6793760831889082,64.07567147706253
1763619700346,1763619701346,452,515,1.1393805309734513,51.719690378186975
1763619701346,1763619702346,417,382,0.9160671462829736,67.0083675240564
1763619702346,1763619703346,596,424,0.7114093959731543,72.50799957009089
1763619703346,1763619704346,471,532,1.129511677282378,61.204803645879295
1763619704346,1763619705346,509,498,0.9783889980353635,40.52883934252668
1763619705346,1763619706346,584,415,0.7106164383561644,71.77738288489519
1763619706346,1763619707346,501,399,0.7964071856287425,83.9066190182695
1763619707346,1763619708346,576,399,0.6927083333333334,54.96926715548575
1763619708346,1763619709346,405,528,1.3037037037037038,55.26119544270042
1763619709346,1763619710346,593,573,0.9662731871838112,80.99869737026246
1763619710346,1763619711346,503,520,1.0337972166998013,75.34951698380735
1763619711346,1763619712346,421,499,1.185273159144893,77.61758592945833
1763619712346,1763619713346,547,540,0.9872029250457038,62.95163493408732
1763619713346,1763619714346,579,511,0.8825561312607945,65.53829530744369
1763619714346,1763619715346,500,522,1.044,63.11557883612687
1763619715346,1763619716346,565,552,0.9769911504424779,73.86779361298811
1763619716346,1763619717346,477,491,1.029350104821803,78.21685987661327
1763619717346,1763619718346,408,526,1.2892156862745099,65.11999475335377
1763619718346,1763619719346,519,445,0.8574181117533719,68.83156069861079
1763619719346,1763619720346,504,575,1.1408730158730158,71.68963673517456
1763619720346,1763619721346,435,527,1.2114942528735633,71.42861867725516
1763619721346,1763619722346,429,574,1.337995337995338,79.67489237086296
1763619722346,1763619723346,408,523,1.2818627450980393,57.430828681918534
1763619723346,1763619724346,451,463,1.0266075388026608,66.32093176512757
1763619724346,1763619725346,537,458,0.8528864059590316,73.83680570319493
1763619725346,1763619726346,426,385,0.903755868544601,64.55521182822615
1763619726346,1763619727346,463,418,0.9028077753779697,53.99033869159173
1763619727346,1763619728346,580,567,0.9775862068965517,67.8920789539526
1763619728346,1763619729346,414,576,1.391304347826087,72.4157977990908
1763619729346,1763619730346,590,502,0.8508474576271187,71.22753999185707
1763619730346,1763619731346,473,562,1.1881606765327695,71.82684661878778
1763619731346,1763619732346,484,538,1.1115702479338843,61.88584315555087
1763619732346,1763619733346,554,504,0.9097472924187726,77.06169732799779
1763619733346,1763619734346,433,527,1.2170900692840647,77.89970536645968
1763619734346,1763619735346,418,545,1.3038277511961722,73.50237587869826
1763619735346,1763619736346,490,554,1.1306122448979592,75.7941659985338
1763619736346,1763619737346,568,542,0.954225352112676,72.20319137366278
1763619737346,1763619738346,469,442,0.9424307036247335,63.52427355721113
