window_start_ms,window_end_ms,views,clicks,ctr,measured_latency_ms
1763619579346,1763619580346,558,518,0.9283154121863799,46.06297413287135
1763619580346,1763619581346,427,385,0.9016393442622951,48.21902068942023
1763619581346,1763619582346,400,437,1.0925,42.422785658530266
1763619582346,1763619583346,482,463,0.9605809128630706,49.74874626908121
1763619583346,1763619584346,540,457,0.8462962962962963,40.13698765215508
1763619584346,1763619585346,425,469,1.1035294117647059,54.57240951280751
1763619585346,1763619586346,429,577,1.344988344988345,39.960493687390624
1763619586346,1763619587346,403,502,1.2456575682382134,50.07581935111539
1763619587346,1763619588346,509,451,0.8860510805500982,42.63829697133609
1763619588346,1763619589346,453,409,0.9028697571743929,46.61896747766077
1763619589346,1763619590346,545,401,0.7357798165137615,34.776814971833794
1763619590346,1763619591346,432,398,0.9212962962962963,46.57796825538395
1763619591346,1763619592346,482,434,0.9004149377593361,51.170899268291514
1763619592346,1763619593346,428,477,1.1144859813084111,39.73834999504578
1763619593346,1763619594346,405,423,1.0444444444444445,34.27506989704874
1763619594346,1763619595346,446,488,1.094170403587444,49.137045999683934
1763619595346,1763619596346,582,457,0.7852233676975945,48.193518397559075
1763619596346,1763619597346,437,544,1.2448512585812357,46.02120393258564
1763619597346,1763619598346,598,505,0.8444816053511706,49.89174364955988
1763619598346,1763619599346,544,410,0.7536764705882353,41.62048033942932
1763619599346,1763619600346,587,532,0.9063032367972743,38.41482370351338
1763619600346,1763619601346,467,560,1.1991434689507494,45.086906290908146
1763619601346,1763619602346,527,448,0.8500948766603416,44.02054839584547
1763619602346,1763619603346,426,532,1.2488262910798122,39.39781715060232
1763619603346,1763619604346,412,526,1.2766990291262137,47.08435772289891
1763619604346,1763619605346,588,524,0.891156462585034,43.36898337220575
1763619605346,1763619606346,466,568,1.2188841201716738,56.48875609753085
1763619606346,1763619607346,424,563,1.3278301886792452,45.355392834079375
1763619607346,1763619608346,564,511,0.9060283687943262,50.21825043367472
1763619608346,1763619609346,489,446,0.9120654396728016,34.454166485405594
1763619609346,1763619610346,550,485,0.8818181818181818,48.11017265051409
1763619610346,1763619611346,533,404,0.7579737335834896,42.28668416498711
1763619611346,1763619612346,586,460,0.7849829351535836,32.389762209246356
1763619612346,1763619613346,532,504,0.9473684210526315,52.149354158841554
1763619613346,1763619614346,446,542,1.2152466367713004,45.56777439281973
1763619614346,1763619615346,427,550,1.288056206088993,42.57469094561383
1763619615346,1763619616346,557,570,1.0233393177737882,39.42555459036132
1763619616346,1763619617346,496,426,0.8588709677419355,29.74191206359137
1763619617346,1763619618346,480,412,0.8583333333333333,34.28071349680981
1763619618346,1763619619346,510,480,0.9411764705882353,40.25139403950963
1763619619346,1763619620346,437,561,1.2837528604118993,48.82715092844881
1763619620346,1763619621346,511,508,0.9941291585127201,46.57389620895131
1763619621346,1763619622346,433,516,1.1916859122401848,48.05987157621805
1763619622346,1763619623346,412,572,1.3883495145631068,46.30073176672012
1763619623346,1763619624346,452,575,1.2721238938053097,45.80765927415996
1763619624346,1763619625346,470,441,0.9382978723404255,39.62177074278968
1763619625346,1763619626346,498,405,0.8132530120481928,50.07652065816048
1763619626346,1763619627346,454,413,0.9096916299559471,39.9422991978257
1763619627346,1763619628346,493,382,0.7748478701825557,32.62387516265652
1763619628346,1763619629346,597,407,0.6817420435510888,49.45529382262717
1763619629346,1763619630346,570,508,0.8912280701754386,46.09770660816505
1763619630346,1763619631346,450,535,1.1888888888888889,48.769255286507374
1763619631346,1763619632346,410,422,1.0292682926829269,49.88853570138581
1763619632346,1763619633346,538,411,0.7639405204460966,46.07229580684651
1763619633346,1763619634346,531,576,1.0847457627118644,44.85890440989513
1763619634346,1763619635346,465,381,0.8193548387096774,38.779735271780176
1763619635346,1763619636346,451,539,1.1951219512195121,40.012789250424476
1763619636346,1763619637346,489,482,0.9856850715746421,46.561384651716395
1763619637346,1763619638346,443,503,1.1354401805869074,41.63281146895017
1763619638346,1763619639346,580,417,0.7189655172413794,50.04685237542133
1763619639346,1763619640346,582,475,0.8161512027491409,48.78885594171852
1763619640346,1763619641346,595,465,0.7815126050420168,46.08245182319297
1763619641346,1763619642346,522,519,0.9942528735632183,46.720158962681985
1763619642346,1763619643346,516,560,1.0852713178294573,45.228202267569245
1763619643346,1763619644346,576,447,0.7760416666666666,46.097226256561676
1763619644346,1763619645346,566,469,0.8286219081272085,45.05464444658135
1763619645346,1763619646346,465,517,1.1118279569892473,44.52800452816491
1763619646346,1763619647346,474,555,1.1708860759493671,39.71884045304253
1763619647346,1763619648346,461,402,0.8720173535791758,45.792165146752836
1763619648346,1763619649346,459,436,0.9498910675381264,40.916828106480494
1763619649346,1763619650346,485,572,1.179381443298969,47.41876370186168
1763619650346,1763619651346,437,547,1.2517162471395882,51.68210511424375
1763619651346,1763619652346,417,441,1.0575539568345325,45.860843371625855
1763619652346,1763619653346,565,529,0.9362831858407079,47.35874247713615
1763619653346,1763619654346,544,390,0.7169117647058824,47.93006145510944
1763619654346,1763619655346,498,404,0.8112449799196787,46.34884981901338
1763619655346,1763619656346,541,516,0.9537892791127541,47.921312476625545
